school_name,district,school_code,dist_code,total_feedback,rating_1,rating_2,rating_3,rating_4,rating_5,total_rated,reasons_with_text
"SWBH, REVURU",SPSR NELLORE,0804-2402-014,515,10,0,0,0,0,10,10,0
"SWBH.NO.1, NELLORE",SPSR NELLORE,0801-2402-003,515,10,0,0,2,6,2,10,0
"SWBH.NO.3, KAVALI",SPSR NELLORE,0805-2402-003,515,10,0,0,0,0,10,10,0
"SWGH, CHITTEDU",SPSR NELLORE,0816-2402-020,515,10,0,0,0,2,8,10,0
"SWGH, DACHURU AT PODALAKUR",SPSR NELLORE,0812-2402-018,515,8,0,0,0,0,8,8,0
"SWGH, RAPURU",SPSR NELLORE,0814-2402-011,515,10,0,0,0,0,10,10,0
"SWGH. No.1, NELLORE",SPSR NELLORE,0801-2402-012,515,19,0,0,0,10,9,19,0
"SWGH.NO.1, KOTA",SPSR NELLORE,0816-2402-021,515,10,0,0,0,0,10,10,2
"SWGH.NO.1, MANUBOLU",SPSR NELLORE,0803-2402-021,515,27,0,0,1,8,18,27,1
"SWGH.NO.2, KOVUR",SPSR NELLORE,0806-2402-034,515,10,0,0,0,7,3,10,0
"APBCWRS ,LEPAKSHI",SRI SATHYA SAI,28225600316,754,40,0,0,3,5,30,38,6
"APBCWRS ,NASANNAKOTA",SRI SATHYA SAI,28223500513,754,10,0,0,0,0,10,10,0
"APBCWRS ,PERURU",SRI SATHYA SAI,28223500114,754,40,0,1,0,29,10,40,21
"APBCWRS ,TEKLODU",SRI SATHYA SAI,28225501305,754,10,0,0,0,0,10,10,0
APRJC  KODIGENAHALLI,SRI SATHYA SAI,28225801420,754,20,0,0,0,0,20,20,0
APRS KODIGENHALLI,SRI SATHYA SAI,28225801413,754,30,0,0,0,2,27,29,5
"APTWRS(G),GORANTLA",SRI SATHYA SAI,28224801952,754,10,0,0,0,4,6,10,0
"APTWRS(G),KADIRI",SRI SATHYA SAI,28224490736,754,9,0,0,0,0,9,9,0
"Dr. B. R. Ambedkar Gurukulam JUNIOR COLLEGE, AMARAPURAM",SRI SATHYA SAI,28226100323,754,2621,12,7,22,645,1918,2604,81
"Dr. B. R. Ambedkar Gurukulam,NALLAMADA",SRI SATHYA SAI,28224700520,754,1794,9,11,44,189,1516,1769,103
"Dr. B. R. Ambedkar Gurukulam/JC,HINDUPUR (DPIP)",SRI SATHYA SAI,28225790591,754,1007,19,19,52,114,784,988,214
"Dr. B. R. Ambedkar Gurukulam/JC,KALASAMUDRAM",SRI SATHYA SAI,28224400203,754,318,5,0,3,53,256,317,50
"Dr. B. R. Ambedkar Gurukulam/JC,MALUGURU",SRI SATHYA SAI,28225700208,754,457,3,4,11,64,374,456,32
GOVT B.C BOYS HOSTEL KANAGANPALLI,SRI SATHYA SAI,1003-2503-005,754,39,2,0,0,2,35,39,0
GOVT B.C COLLEGE BOYS HOSTEL DHARMAVARAM,SRI SATHYA SAI,1003-2503-010,754,10,0,0,0,0,10,10,0
GOVT B.C GIRLS HOSTEL KADIRI,SRI SATHYA SAI,1007-2503-018,754,10,0,0,0,0,10,10,0
GOVT B.C GIRLS HOSTEL MADAKASIRA,SRI SATHYA SAI,1012-2503-001,754,10,0,0,0,1,9,10,0
GTW ASHRAM SCHOOL(BOYS) NALLAMADA,SRI SATHYA SAI,1018-2403-003,754,20,0,0,0,0,20,20,0
"Govt SW Girls Hostel, Amarapuram",SRI SATHYA SAI,1012-2402-007,754,7,0,0,0,0,7,7,0
"Govt SW Girls Hostel, CK Palli",SRI SATHYA SAI,1003-2402-006,754,11,6,0,0,0,5,11,0
"Govt. SW Boys Hostel, Chennekothapalli",SRI SATHYA SAI,1003-2402-005,754,10,0,0,0,0,10,10,0
KGBV  N P IKUNTA,SRI SATHYA SAI,28224000412,754,20,0,0,0,1,19,20,0
KGBV  TALUPULA,SRI SATHYA SAI,28223900526,754,10,0,0,0,0,10,10,0
KGBV  TANAKAL,SRI SATHYA SAI,28224100329,754,10,0,0,0,0,10,10,0
KGBV AMADAGUR,SRI SATHYA SAI,28224500617,754,20,0,0,0,0,20,20,0
KGBV AMARAPURAM,SRI SATHYA SAI,28226100321,754,10,0,0,0,1,9,10,0
KGBV BATHALAPALLE,SRI SATHYA SAI,28223100417,754,10,0,0,0,0,10,10,0
KGBV GUDIBANDA,SRI SATHYA SAI,28226000617,754,10,0,0,0,3,7,10,0
KGBV MUDIGUBBA ST,SRI SATHYA SAI,28223801523,754,10,0,0,0,2,8,10,0
KGBV OBULADEVARACHERUVU,SRI SATHYA SAI,28224600415,754,10,0,0,0,0,10,10,0
KGBV PARIGI,SRI SATHYA SAI,28225800922,754,10,0,0,0,9,1,10,0
KGBV ROLLA,SRI SATHYA SAI,28226300332,754,10,2,0,3,3,2,10,0
KGBV SIVANAGAR DMM,SRI SATHYA SAI,28223790296,754,20,0,0,0,0,20,20,0
"MJBCWREIS, Regatapalli",SRI SATHYA SAI,28223700809,754,20,0,0,1,8,11,20,0
"MJBCWREIS, Roddam",SRI SATHYA SAI,28225301128,754,10,0,0,0,0,10,10,0
"MJBCWREIS,Gudibanda Ananthapuramu",SRI SATHYA SAI,28226000622,754,40,0,0,0,11,29,40,0
"MJBCWREIS,Gundumala(B), Ananthapuramu",SRI SATHYA SAI,28225900925,754,10,0,0,0,0,10,10,0
New Nabard School Hindupur,SRI SATHYA SAI,nabard007,754,686,2,5,5,47,627,686,21
New Nabard School Rolla,SRI SATHYA SAI,nabard008,754,1905,8,17,106,479,1293,1903,57
"Dr. B. R. Ambedkar Gurukulam/JC,DUPPALAVALASA",SRIKAKULAM,28110801002,519,10,0,0,0,1,2,3,9
"Dr. B. R. Ambedkar Gurukulam/JC,ETCHERLA",SRIKAKULAM,28110801504,519,10,0,0,0,0,10,10,0
"Dr. B. R. Ambedkar Gurukulam/JC,KANCHILI",SRIKAKULAM,28113504305,519,20,1,0,2,2,15,20,1
"Dr. B. R. Ambedkar Gurukulam/JC,KOLLIVALASA",SRIKAKULAM,28111104302,519,10,0,0,0,0,10,10,0
"Dr. B. R. Ambedkar Gurukulam/JC,MANDASA (DPIP)",SRIKAKULAM,28113302811,519,17,0,0,0,3,14,17,9
"Dr. B. R. Ambedkar Gurukulam/JC,NANDIGAM",SRIKAKULAM,28113007808,519,31,0,1,0,4,22,27,15
"Dr. B. R. Ambedkar Gurukulam/JC,PATHAPATNAM (DPIP)",SRIKAKULAM,28112502213,519,507,17,17,26,122,310,492,109
GOVT COLLEGE BOYS HOSTEL (BC) - AMADALAVALASA,SRIKAKULAM,0102-2503-006,519,10,0,0,0,0,10,10,0
APRS CHELAMANCHENU,TIRUPATI,28193702205,752,125,0,0,2,0,121,123,13
APRS MUKKAVARI PALLI,TIRUPATI,28204400910,752,10,0,0,0,2,8,10,0
APRS VENKATAGIRI,TIRUPATI,28193504210,752,20,0,0,0,3,17,20,0
"APTWRS(B),RENIGUNTA",TIRUPATI,28231201902,752,24,1,0,0,8,15,24,1
"APTWRS(B),SRIKALAHASTHI",TIRUPATI,28231491120,752,20,0,0,0,0,20,20,0
"APTWURJC(G),SRIKALAHASTHI",TIRUPATI,28231491164,752,10,0,1,7,2,0,10,0
"Dr. B. R. Ambedkar Gurukulam/JC,CHILLAKUR",TIRUPATI,28193800106,752,3038,10,33,318,1007,1647,3015,91
"Dr. B. R. Ambedkar Gurukulam/JC,DAKKILI",TIRUPATI,28193401405,752,3485,72,29,117,289,2932,3439,456
"Dr. B. R. Ambedkar Gurukulam/JC,KOTA",TIRUPATI,28193901221,752,506,3,1,6,17,435,462,46
"Dr. B. R. Ambedkar Gurukulam/JC,NAIDUPET",TIRUPATI,28194202230,752,361,6,11,1,29,313,360,23
"Dr. B. R. Ambedkar Gurukulam/JC,PUDURU AT NAIDUPET",TIRUPATI,28194202507,752,2333,15,28,104,156,2022,2325,150
"Dr. B. R. Ambedkar Gurukulam/JC,PUTTUR (DPIP)",TIRUPATI,28234400411,752,148,11,3,1,10,123,148,12
"Dr. B. R. Ambedkar Gurukulam/JC,SATHIVEDU (DPIP)",TIRUPATI,28231801915,752,2300,4,2,7,26,2257,2296,90
"Dr. B. R. Ambedkar Gurukulam/JC,SRIKALAHASTI",TIRUPATI,28231491163,752,1284,19,14,19,128,1086,1266,231
"Dr. B. R. Ambedkar Gurukulam/JC,SULURUPET",TIRUPATI,28194501324,752,3445,22,18,28,104,3262,3434,188
"Dr. B. R. Ambedkar Gurukulam/JC,VAKADU",TIRUPATI,28194002613,752,3084,4,8,29,580,2461,3082,49
"EMRS(CO-EDU),B.N.KHANDRIGA",TIRUPATI,28231601515,752,20,0,0,0,8,12,20,0
"EMRS(CO-EDU),OJILI",TIRUPATI,28193703508,752,10,0,0,0,0,10,10,1
"GOVT B.C BOYS HOSTEL,ATTIVARAM",TIRUPATI,0803-2503-022,752,10,0,1,0,2,7,10,0
GOVT SW COLLEGE HOSTEL FOR GIRLS NO. 1 TIRUPATHI,TIRUPATI,1116-2402-013,752,20,0,0,0,0,20,20,0
GOVT [BC] BOYS HOSTEL -  B.N.KANDRIGA,TIRUPATI,1117-2503-001,752,10,0,0,0,3,3,6,10
GOVT [BC] BOYS HOSTEL -  SATHYAVEDU,TIRUPATI,1113-2503-001,752,10,1,0,0,1,8,10,0
GOVT [BC] COLLEGE GIRLS HOSTEL - SRIKALAHASTI,TIRUPATI,1114-2503-004,752,10,0,0,0,0,10,10,0
GOVT [BC] GIRLS HOSTEL -  SATHYAVEDU,TIRUPATI,1113-2503-003,752,9,0,0,0,0,9,9,0
GOVT [SW] BOYS HOSTEL - B.N.KANDRIGA [SPL],TIRUPATI,1117-2402-006,752,10,0,0,0,0,10,10,0
GOVT [SW] BOYS HOSTEL - NAGALAPURAM,TIRUPATI,1113-2402-003,752,20,0,0,0,0,20,20,0
GOVT [SW] BOYS HOSTEL - PALAMANGALAM [SPL],TIRUPATI,1112-2402-013,752,19,0,0,0,0,19,19,0
GOVT [SW] BOYS HOSTEL - PALLAM,TIRUPATI,1114-2402-008,752,10,0,0,0,2,8,10,10
GOVT [SW] BOYS HOSTEL - SANTHAVELLORE,TIRUPATI,1113-2402-007,752,20,0,0,0,0,20,20,0
GOVT [SW] BOYS HOSTEL - VARADAIAHPALEM [SPL],TIRUPATI,1113-2402-008,752,10,0,0,0,0,10,10,0
GOVT [SW] BOYS IWHC - TIRUPATI  [SPL],TIRUPATI,1116-2402-009,752,19,0,0,0,0,19,19,3
GOVT [SW] GIRLS HOSTEL NO.1 - SRIKALAHASTI [SPL],TIRUPATI,1114-2402-002,752,7,0,1,0,3,3,7,2
GOVT [SW] GIRLS HOSTEL NO.2 - SRIKALAHASTI,TIRUPATI,1114-2402-003,752,10,0,0,0,0,10,10,0
"GOVT. B.C. BOYS HOSTEL, DAKKILI",TIRUPATI,0810-2503-004,752,10,0,0,0,0,10,10,0
"GOVT. B.C. GIRLS HOSTEL, SULLURPET",TIRUPATI,0808-2503-004,752,10,0,0,0,0,10,10,0
"GOVT.B.C.BOYS HOSTEL, CHITTAMURU",TIRUPATI,0816-2503-002,752,10,0,0,0,0,10,10,0
"GOVT.INTEGRATED WELFARE BOYS HOSTEL COMPLEX, CHITVEl",TIRUPATI,1210-2402-005,752,21,0,1,1,18,1,21,0
GTW PM HOSTEL(BOYS) TIRUPATHI,TIRUPATI,1116-2403-004,752,10,0,0,0,4,6,10,0
GTW PM HOSTEL(GIRLS) TIRUPATHI,TIRUPATI,1116-2403-005,752,10,0,0,1,6,3,10,0
KGBV DORAVARISATRAM,TIRUPATI,28194401713,752,24,0,0,0,2,22,24,0
KGBV PULLAMPET,TIRUPATI,28204500619,752,10,0,0,0,1,9,10,0
KGBV TADA,TIRUPATI,28194601605,752,31,3,3,1,2,22,31,5
KGBV VENKATAGIRI,TIRUPATI,28193590532,752,10,0,0,0,2,8,10,1
"MJBCWREIS, Doravarisatram",TIRUPATI,28194401709,752,95,0,1,4,1,89,95,11
"MJBCWREIS, Ithepally",TIRUPATI,28232802005,752,49,0,0,0,4,36,40,17
"MJBCWREIS, Satyaveedu(Fishermem)",TIRUPATI,28231802003,752,49,0,0,0,1,48,49,2
MJPAPBCWR  Venkatagiri(B),TIRUPATI,28193590556,752,10,0,0,0,0,10,10,0
"SW ANANDANILAYAM (BOYS), VENKATAGIRI",TIRUPATI,0810-2402-012,752,10,0,0,0,0,10,10,0
"SWBH, SULLURPET",TIRUPATI,0808-2402-009,752,10,0,0,0,1,9,10,0
"SWBH.NO.1, NAIDUPETA",TIRUPATI,0813-2402-004,752,10,0,0,0,0,10,10,0
"SWBH.NO.2, VENKATAGIRI",TIRUPATI,0810-2402-003,752,19,1,0,0,2,16,19,0
"SWBH.NO.3, VENKATAGIRI",TIRUPATI,0810-2402-004,752,8,0,0,0,6,2,8,7
SWGH. YEKOLLU AT D.V.SATRAM,TIRUPATI,0808-2402-014,752,10,0,0,0,0,10,10,0
"SWGH.NO.1, NAIDUPETA",TIRUPATI,0813-2402-011,752,20,0,0,0,0,20,20,0
"SWGH.NO.2,  NAIDUPETA",TIRUPATI,0813-2402-010,752,76,0,0,0,4,71,75,45
"Dr. B. R. Ambedkar Gurukulam/JC,MEGADRIGADDA",VISAKHAPATANAM,28132890945,520,31,2,3,9,2,15,31,2
"Dr. B. R. Ambedkar Gurukulam/JC,SCH_EXCL_VISAKHAPATNAM",VISAKHAPATANAM,28132800334,520,79,0,0,2,3,74,79,14
GTW PM COLLEGE HOSTEL(BOYS) KAPARADA VISAKHAPATNAM-1,VISAKHAPATANAM,0201-2403-009,520,29,1,5,7,13,3,29,7
GTW PM COLLEGE HOSTEL(BOYS) VISAKHAPATNAM-3,VISAKHAPATANAM,0201-2403-013,520,10,0,0,0,8,2,10,0
Govt.B.C.College Girls Hostel Visakhapatnam (SOUTH),VISAKHAPATANAM,0201-2501-016,520,10,0,0,0,0,10,10,0
SW COLLEGE  BOYS  HOSTEL NO1 Marripalem Madhurawada,VISAKHAPATANAM,0201-2402-023,520,11,4,3,1,2,1,11,0
SW COLLEGE  BOYS  HOSTEL NO3 Chinagadili,VISAKHAPATANAM,0201-2402-024,520,20,0,0,0,17,3,20,0
SW COLLEGE BOYS HOSTEL MADHURAWADA,VISAKHAPATANAM,0201-2402-026,520,10,0,0,0,1,9,10,0
"Dr. B. R. Ambedkar Gurukulam/JC,BADANGI",VIZIANAGARAM,28121401607,521,278,1,0,3,30,243,277,3
"Dr. B. R. Ambedkar Gurukulam/JC,CHEEPURAPALLI",VIZIANAGARAM,28122300218,521,560,8,5,39,96,402,550,103
"Dr. B. R. Ambedkar Gurukulam/JC,KOPPERLA",VIZIANAGARAM,28122503104,521,20,0,0,0,0,20,20,0
"Dr. B. R. Ambedkar Gurukulam/JC,NELLIMARLA",VIZIANAGARAM,28122490817,521,30,0,0,0,7,23,30,1
"Dr. B. R. Ambedkar Gurukulam/JC,PALKONDA",VIZIANAGARAM,28111202520,521,177,0,0,1,20,156,177,9
"Dr. B. R. Ambedkar Gurukulam/JC,VANGARA (DPIP)",VIZIANAGARAM,28110202102,521,551,2,1,3,0,541,547,12
"Dr. B. R. Ambedkar Gurukulam/JC,VEPADA (DPIP)",VIZIANAGARAM,28123101007,521,10,0,0,0,1,9,10,0
"Dr. B. R. Ambedkar Gurukulam/JC,VIYAMPET (DPIP)",VIZIANAGARAM,28123401510,521,30,0,0,0,2,28,30,14
"GOVT BC COLLEGE GIRLS HOSTEL, CHEEPURUPALLI",VIZIANAGARAM,2204-2501-004,521,10,1,0,0,1,8,10,2
GOVT BOYS HOSTEL (BC) - M.S.R PURAM,VIZIANAGARAM,0107-2503-006,521,9,0,0,0,0,9,9,0
"Govt.SW College Boys Hostel, Bobbili",VIZIANAGARAM,2203-2402-009,521,10,0,0,0,0,10,10,0
KGBV M M DAM,VIZIANAGARAM,28121601207,521,22,21,0,0,0,1,22,1
KGBV SANTHAKAVITY,VIZIANAGARAM,28111001804,521,10,0,0,0,0,10,10,0
KGBVTERLAM,VIZIANAGARAM,28121502410,521,10,0,0,5,3,2,10,0
"MJPAPBCWR School (boys), KARADA, BOBBILI, VZM",VIZIANAGARAM,28121000903,521,10,0,0,0,0,10,10,0
"Dr. B. R. Ambedkar Gurukulam,ACHANTA",WEST GODAVARI,28154000853,523,30,0,0,0,2,28,30,0
"Dr. B. R. Ambedkar Gurukulam/JC,ARUGOLANU",WEST GODAVARI,28151801509,523,101,3,4,10,16,68,101,2
"Dr. B. R. Ambedkar Gurukulam/JC,NARSAPUR",WEST GODAVARI,28154501311,523,100,0,0,1,11,86,98,14
"MJBCWREIS, Tadepalligudem",WEST GODAVARI,28151800606,523,10,0,0,0,0,10,10,0
New Nabard School Arugolanu At Peda Tadepalli,WEST GODAVARI,nabard002,523,1381,1,2,2,43,1332,1380,12
"SW BOYS HOSTEL, PARIMELLA",WEST GODAVARI,0414-2402-015,523,10,0,0,0,0,9,9,2
APRS MYLAVARAM,Y.S.R.,28200202406,504,10,0,0,0,2,8,10,0
"APTWRS(B),PULIVENDULA",Y.S.R.,28202001494,504,10,0,0,0,0,10,10,2
"APTWRS(B),T.SUNDUPALLI",Y.S.R.,28204600252,504,10,0,0,0,0,10,10,0
"DR.B.R.AMBEDKAR GURUKULAM SCHOOL/JR.COLLEGE FOR GIRLS, RAJUPALEM AT VELLALA,YSR.DISTRICT.",Y.S.R.,28200401207,504,329,4,2,9,54,253,322,96
"Dr. B. R. Ambedkar Gurukulam,GUNDLAKUNTA",Y.S.R.,28201600309,504,188,11,2,1,3,164,181,29
"Dr. B. R. Ambedkar Gurukulam/JC,B MATTAM",Y.S.R.,28200700616,504,345,2,2,21,92,219,336,71
"Dr. B. R. Ambedkar Gurukulam/JC,CHINNACHOWK",Y.S.R.,28203190346,504,779,20,20,44,159,512,755,161
"Dr. B. R. Ambedkar Gurukulam/JC,GANDIKSHETRAM",Y.S.R.,28203501002,504,30,0,0,0,5,23,28,2
"Dr. B. R. Ambedkar Gurukulam/JC,KAMALAPURAM",Y.S.R.,28202500523,504,311,10,7,29,80,182,308,63
"Dr. B. R. Ambedkar Gurukulam/JC,KONDAPURAM",Y.S.R.,28200102414,504,902,8,0,5,53,830,896,40
"Dr. B. R. Ambedkar Gurukulam/JC,MADAKALAVARIPALLI AT TGP CAMP BADDVEL",Y.S.R.,28201200446,504,447,10,4,8,27,394,443,42
"Dr. B. R. Ambedkar Gurukulam/JC,PULIVENDULA",Y.S.R.,28202001463,504,785,2,1,1,25,756,785,21
"Dr. B. R. Ambedkar Gurukulam/JC,SCH_EXCL_PULIVENDULA",Y.S.R.,28201901503,504,149,3,0,8,19,118,148,28
"Dr. B. R. Ambedkar Gurukulam/JC,THONDURU",Y.S.R.,28202200306,504,131,6,0,2,0,123,131,84
GOVT B C COLLEGE GIRLS HOSTEL MYDUKUR,Y.S.R.,1214-2503-010,504,20,1,0,0,6,12,19,10
"GOVT SW COLLEGE BOYS HOSTEL ,C K DINNE",Y.S.R.,1201-2402-028,504,10,0,0,0,0,10,10,0
GOVT SW COLLEGE BOYS HOSTEL JAMMALAMADUGU,Y.S.R.,1204-2402-010,504,10,0,0,0,0,10,10,0
GOVT SW COLLEGE GIRLS HOSTEL C K DINNE,Y.S.R.,1201-2402-027,504,9,0,0,0,0,9,9,0
GOVT SW COLLEGE GIRLS HOSTEL PRODDATURU,Y.S.R.,1208-2402-019,504,10,0,1,0,0,9,10,1
GOVT. B. C GIRLS (IWHC) RAJAMPETA,Y.S.R.,1211-2503-010,504,10,0,0,0,0,10,10,1
"GOVT. B.C. BOYS HOSTEL, NALLAPUREDDIPALLI",Y.S.R.,1209-2503-004,504,10,0,0,0,1,9,10,0
"GOVT. B.C. GIRLS HOSTEL, SARASWATHIPURAM",Y.S.R.,1213-2503-009,504,10,0,0,0,5,5,10,1
"GOVT.S.W.BOYS HOSTEL NO.1, JAMMALAMADUGU",Y.S.R.,1204-2402-002,504,10,0,0,0,0,10,10,0
"GOVT.S.W.BOYS HOSTEL NO.2, PULIVENDULA",Y.S.R.,1209-2402-009,504,10,0,0,0,0,10,10,0
"GOVT.S.W.BOYS HOSTEL NO.2, V.N.PALLI",Y.S.R.,1205-2402-009,504,11,1,0,0,0,8,9,3
"GOVT.S.W.BOYS HOSTEL NO.3, PULIVENDULA",Y.S.R.,1209-2402-005,504,10,0,0,0,0,10,10,0
"GOVT.S.W.BOYS HOSTEL, IWHC, B. MATTAM, MYDUKUR",Y.S.R.,1214-2402-018,504,50,0,0,0,0,50,50,0
"GOVT.S.W.GIRLS HOSTEL NO.1, PRODDATUR",Y.S.R.,1208-2402-016,504,10,1,0,0,3,6,10,2
"GOVT.S.W.GIRLS HOSTEL, B.MATTAM",Y.S.R.,1214-2402-006,504,21,0,0,0,16,5,21,11
Govt SW COLLEGE BOYS HOSTEL Kadapa,Y.S.R.,1201-2402-025,504,10,0,0,0,1,9,10,0
KGBV CHENNA REDDY NAGAR,Y.S.R.,28204601311,504,10,0,0,0,0,10,10,0
KGBV KALASAPADU,Y.S.R.,28200901813,504,10,0,0,0,2,8,10,0
KGBV KHAJIPET,Y.S.R.,28201300733,504,10,0,0,1,6,3,10,8
KGBV PORUMAMILLA,Y.S.R.,28201001239,504,20,0,1,2,3,14,20,0
KGBVS VARIKUNTLA,Y.S.R.,28205102809,504,10,0,0,0,0,10,10,1
New Nabard School B. Matham,Y.S.R.,nabard006,504,80,2,2,4,29,41,78,9
